date,team,opponent,gd,gf,competition,is_friendly,event_id
2007-08-22,Belgium,Serbia,1,3,"Euro, Qualification Group A",0,267544
2007-08-22,Serbia,Belgium,-1,2,"Euro, Qualification Group A",0,267544
2007-09-12,Portugal,Serbia,0,1,"Euro, Qualification Group A",0,267554
2007-09-12,Serbia,Portugal,0,1,"Euro, Qualification Group A",0,267554
2007-11-21,Serbia,Poland,0,2,"Euro, Qualification Group A",0,267573
2007-11-21,Poland,Serbia,0,2,"Euro, Qualification Group A",0,267573
2008-10-15,Austria,Serbia,-2,1,World Cup Qual. UEFA G,0,668198
2008-10-15,Serbia,Austria,2,3,World Cup Qual. UEFA G,0,668198
2008-12-14,Poland,Serbia,1,1,Int. Friendly Games,1,940494
2008-12-14,Serbia,Poland,-1,0,Int. Friendly Games,1,940494
2009-02-11,Serbia,Ukraine,-1,0,Int. Friendly Games,1,983194
2009-02-11,Ukraine,Serbia,1,1,Int. Friendly Games,1,983194
2009-04-01,Serbia,Sweden,2,2,Int. Friendly Games,1,1007874
2009-04-01,Sweden,Serbia,-2,0,Int. Friendly Games,1,1007874
2009-06-06,Serbia,Austria,1,1,World Cup Qual. UEFA G,0,668204
2009-06-06,Austria,Serbia,-1,0,World Cup Qual. UEFA G,0,668204
2006-09-06,Poland,Serbia,0,1,"Euro, Qualification Group A",0,267512
2006-09-06,Serbia,Poland,0,1,"Euro, Qualification Group A",0,267512
2006-10-07,Serbia,Belgium,1,1,"Euro, Qualification Group A",0,267520
2006-10-07,Belgium,Serbia,-1,0,"Euro, Qualification Group A",0,267520
2024-09-05,Ghana,Angola,-1,0,"Africa Cup of Nations, Qualification, Group F",0,12526685
2024-09-05,Angola,Ghana,1,1,"Africa Cup of Nations, Qualification, Group F",0,12526685
2024-11-15,Angola,Ghana,0,1,"Africa Cup of Nations, Qualification, Group F",0,12526683
2024-11-15,Ghana,Angola,0,1,"Africa Cup of Nations, Qualification, Group F",0,12526683
2025-05-31,Trinidad and Tobago,Ghana,-4,0,Unity Cup,0,13951726
2025-05-31,Ghana,Trinidad and Tobago,4,4,Unity Cup,0,13951726
2025-11-14,Japan,Ghana,2,2,Int. Friendly Games,1,14994221
2025-11-14,Ghana,Japan,-2,0,Int. Friendly Games,1,14994221
2026-03-27,Austria,Ghana,4,5,Int. Friendly Games,1,15437151
2026-03-27,Ghana,Austria,-4,1,Int. Friendly Games,1,15437151
2026-03-30,Germany,Ghana,1,2,Int. Friendly Games,1,15362813
2026-03-30,Ghana,Germany,-1,1,Int. Friendly Games,1,15362813
2026-06-02,Wales,Ghana,0,1,Int. Friendly Games,1,15926537
2026-06-02,Ghana,Wales,0,1,Int. Friendly Games,1,15926537
2026-06-17,Ghana,Panama,1,1,"FIFA World Cup, Group L",0,15186687
2026-06-17,Panama,Ghana,-1,0,"FIFA World Cup, Group L",0,15186687
2026-06-27,Croatia,Ghana,1,2,"FIFA World Cup, Group L",0,15186624
2026-06-27,Ghana,Croatia,-1,1,"FIFA World Cup, Group L",0,15186624
2026-07-04,Colombia,Ghana,1,1,"FIFA World Cup, Knockout",0,12813011
2026-07-04,Ghana,Colombia,-1,0,"FIFA World Cup, Knockout",0,12813011
2022-06-10,Japan,Ghana,3,4,Int. Friendly Games,1,10326173
2022-06-10,Ghana,Japan,-3,1,Int. Friendly Games,1,10326173
2022-06-14,Ghana,Chile,2,3,Int. Friendly Games,1,10373102
2022-06-14,Chile,Ghana,-2,1,Int. Friendly Games,1,10373102
2022-09-23,Brazil,Ghana,3,3,Int. Friendly Games,1,10677041
2022-09-23,Ghana,Brazil,-3,0,Int. Friendly Games,1,10677041
2022-11-17,Ghana,Switzerland,2,2,Int. Friendly Games,1,10751620
2022-11-17,Switzerland,Ghana,-2,0,Int. Friendly Games,1,10751620
2022-11-24,Portugal,Ghana,1,3,"FIFA World Cup, Group H",0,10230534
2022-11-24,Ghana,Portugal,-1,2,"FIFA World Cup, Group H",0,10230534
2023-01-23,Ghana,Morocco,3,3,"African Nations Championship, Group C",0,10923102
2023-01-23,Morocco,Ghana,-3,0,"African Nations Championship, Group C",0,10923102
2023-03-23,Ghana,Angola,1,1,"Africa Cup of Nations, Qualification, Group E",0,11094360
2023-03-23,Angola,Ghana,-1,0,"Africa Cup of Nations, Qualification, Group E",0,11094360
2023-03-27,Angola,Ghana,0,1,"Africa Cup of Nations, Qualification, Group E",0,10339164
2023-03-27,Ghana,Angola,0,1,"Africa Cup of Nations, Qualification, Group E",0,10339164
2024-01-14,Ghana,Cape Verde,-1,1,"Africa Cup of Nations, Group B",0,11761874
2024-01-14,Cape Verde,Ghana,1,2,"Africa Cup of Nations, Group B",0,11761874
2024-01-18,Egypt,Ghana,0,2,"Africa Cup of Nations, Group B",0,11761886
2024-01-18,Ghana,Egypt,0,2,"Africa Cup of Nations, Group B",0,11761886
2019-06-29,Cameroon,Ghana,0,0,"Africa Cup of Nations, Group F",0,8192952
2019-06-29,Ghana,Cameroon,0,0,"Africa Cup of Nations, Group F",0,8192952
2019-07-08,Ghana,Tunisia,-1,5,"Africa Cup of Nations, Knockout stage",0,8276843
2019-07-08,Tunisia,Ghana,1,6,"Africa Cup of Nations, Knockout stage",0,8276843
2019-10-08,Ghana,Ivory Coast,2,3,WAFU Cup of Nations,0,8450549
2019-10-08,Ivory Coast,Ghana,-2,1,WAFU Cup of Nations,0,8450549
2020-10-12,Ghana,Qatar,4,5,Int. Friendly Games,1,9103884
2020-10-12,Qatar,Ghana,-4,1,Int. Friendly Games,1,9103884
2021-06-08,Morocco,Ghana,1,1,Int. Friendly Games,1,9552354
2021-06-08,Ghana,Morocco,-1,0,Int. Friendly Games,1,9552354
2021-06-12,Ghana,Ivory Coast,0,0,Int. Friendly Games,1,9564297
2021-06-12,Ivory Coast,Ghana,0,0,Int. Friendly Games,1,9564297
2022-01-10,Morocco,Ghana,1,1,"Africa Cup of Nations, Group C",0,9737188
2022-01-10,Ghana,Morocco,-1,0,"Africa Cup of Nations, Group C",0,9737188
2016-09-06,Russia,Ghana,1,1,Int. Friendly Games,1,7191759
2016-09-06,Ghana,Russia,-1,0,Int. Friendly Games,1,7191759
2016-11-13,Egypt,Ghana,2,2,"FIFA World Cup, Qualification CAF, Group E",0,7107071
2016-11-13,Ghana,Egypt,-2,0,"FIFA World Cup, Qualification CAF, Group E",0,7107071
2017-01-25,Egypt,Ghana,1,1,"Africa Cup of Nations, Group D",0,7263866
2017-01-25,Ghana,Egypt,-1,0,"Africa Cup of Nations, Group D",0,7263866
2017-01-29,DR Congo,Ghana,-1,1,"Africa Cup of Nations, Knockout stage",0,7321947
2017-01-29,Ghana,DR Congo,1,2,"Africa Cup of Nations, Knockout stage",0,7321947
2017-02-02,Cameroon,Ghana,2,2,"Africa Cup of Nations, Knockout stage",0,7324535
2017-02-02,Ghana,Cameroon,-2,0,"Africa Cup of Nations, Knockout stage",0,7324535
2017-10-10,Saudi Arabia,Ghana,-3,0,Int. Friendly Games,1,7617341
2017-10-10,Ghana,Saudi Arabia,3,3,Int. Friendly Games,1,7617341
2017-11-12,Ghana,Egypt,0,1,"FIFA World Cup, Qualification CAF, Group E",0,7107073
2017-11-12,Egypt,Ghana,0,1,"FIFA World Cup, Qualification CAF, Group E",0,7107073
2018-05-30,Japan,Ghana,-2,0,Int. Friendly Games,1,7811993
2018-05-30,Ghana,Japan,2,2,Int. Friendly Games,1,7811993
2018-06-07,Iceland,Ghana,0,2,Int. Friendly Games,1,7811994
2018-06-07,Ghana,Iceland,0,2,Int. Friendly Games,1,7811994
2014-06-21,Germany,Ghana,0,2,"FIFA World Cup, Group G",0,4768786
2014-06-21,Ghana,Germany,0,2,"FIFA World Cup, Group G",0,4768786
2014-06-26,Portugal,Ghana,1,2,"FIFA World Cup, Group G",0,4768792
2014-06-26,Ghana,Portugal,-1,1,"FIFA World Cup, Group G",0,4768792
2014-09-10,Togo,Ghana,-1,2,"Africa Cup of Nations, Qualification, Group E",0,5909414
2014-09-10,Ghana,Togo,1,3,"Africa Cup of Nations, Qualification, Group E",0,5909414
2014-11-19,Ghana,Togo,2,3,"Africa Cup of Nations, Qualification, Group E",0,5909430
2014-11-19,Togo,Ghana,-2,1,"Africa Cup of Nations, Qualification, Group E",0,5909430
2015-01-19,Ghana,Senegal,-1,1,"Africa Cup of Nations, Group C",0,6506354
2015-01-19,Senegal,Ghana,1,2,"Africa Cup of Nations, Group C",0,6506354
2015-02-08,Ivory Coast,Ghana,1,9,"Africa Cup of Nations, Knockout stage",0,6654424
2015-02-08,Ghana,Ivory Coast,-1,8,"Africa Cup of Nations, Knockout stage",0,6654424
2015-03-28,Ghana,Senegal,-1,1,Int. Friendly Games,1,6708322
2015-03-28,Senegal,Ghana,1,2,Int. Friendly Games,1,6708322
2015-06-08,Ghana,Togo,1,1,Int. Friendly Games,1,6756528
2015-06-08,Togo,Ghana,-1,0,Int. Friendly Games,1,6756528
2015-10-13,Canada,Ghana,0,1,Int. Friendly Games,1,6918651
2015-10-13,Ghana,Canada,0,1,Int. Friendly Games,1,6918651
2015-10-18,Ghana,Ivory Coast,1,2,"African Nations Championship, Qualification",0,6928362
2015-10-18,Ivory Coast,Ghana,-1,1,"African Nations Championship, Qualification",0,6928362
2012-03-01,Chile,Ghana,0,1,Int. Friendly Games,1,2394479
2012-03-01,Ghana,Chile,0,1,Int. Friendly Games,1,2394479
2012-08-15,China,Ghana,0,1,Int. Friendly Games,1,2889705
2012-08-15,Ghana,China,0,1,Int. Friendly Games,1,2889705
2012-11-14,Cape Verde,Ghana,-1,0,Int. Friendly Games,1,3260797
2012-11-14,Ghana,Cape Verde,1,1,Int. Friendly Games,1,3260797
2013-01-10,Ghana,Egypt,3,3,Int. Friendly Games,1,3395720
2013-01-10,Egypt,Ghana,-3,0,Int. Friendly Games,1,3395720
2013-01-13,Ghana,Tunisia,2,4,Int. Friendly Games,1,3407404
2013-01-13,Tunisia,Ghana,-2,2,Int. Friendly Games,1,3407404
2013-01-20,Ghana,DR Congo,0,2,"Africa Cup of Nations, Group B",0,3224205
2013-01-20,DR Congo,Ghana,0,2,"Africa Cup of Nations, Group B",0,3224205
2013-02-02,Ghana,Cape Verde,2,2,Africa Cup of Nations,0,3238859
2013-02-02,Cape Verde,Ghana,-2,0,Africa Cup of Nations,0,3238859
2013-08-14,Turkey,Ghana,0,2,Int. Friendly Games,1,4199415
2013-08-14,Ghana,Turkey,0,2,Int. Friendly Games,1,4199415
2013-09-10,Japan,Ghana,2,3,Int. Friendly Games,1,4329394
2013-09-10,Ghana,Japan,-2,1,Int. Friendly Games,1,4329394
2013-10-15,Ghana,Egypt,5,6,"World Cup Qual. CAF, Playoffs",0,4407286
2013-10-15,Egypt,Ghana,-5,1,"World Cup Qual. CAF, Playoffs",0,4407286
2013-11-19,Egypt,Ghana,1,2,"World Cup Qual. CAF, Playoffs",0,4407300
2013-11-19,Ghana,Egypt,-1,1,"World Cup Qual. CAF, Playoffs",0,4407300
2014-01-26,Ghana,DR Congo,1,1,"African Nations Championship, Knockout stage",0,4940490
2014-01-26,DR Congo,Ghana,-1,0,"African Nations Championship, Knockout stage",0,4940490
2014-05-31,Netherlands,Ghana,1,1,Int. Friendly Games,1,5342832
2014-05-31,Ghana,Netherlands,-1,0,Int. Friendly Games,1,5342832
2010-01-15,Ivory Coast,Ghana,2,3,"Africa Cup of Nations, Group B",0,1242900
2010-01-15,Ghana,Ivory Coast,-2,1,"Africa Cup of Nations, Group B",0,1242900
2010-01-24,Angola,Ghana,-1,0,Africa Cup of Nations,0,1283278
2010-01-24,Ghana,Angola,1,1,Africa Cup of Nations,0,1283278
2010-01-31,Ghana,Egypt,-1,0,Africa Cup of Nations,0,1288463
2010-01-31,Egypt,Ghana,1,1,Africa Cup of Nations,0,1288463
2010-03-03,Bosnia and Herzegovina,Ghana,1,2,Int. Friendly Games,1,1312288
2010-03-03,Ghana,Bosnia and Herzegovina,-1,1,Int. Friendly Games,1,1312288
2010-06-01,Netherlands,Ghana,3,4,Int. Friendly Games,1,1288502
2010-06-01,Ghana,Netherlands,-3,1,Int. Friendly Games,1,1288502
2010-06-19,Ghana,Australia,0,1,"FIFA World Cup, Group D",0,1251337
2010-06-19,Australia,Ghana,0,1,"FIFA World Cup, Group D",0,1251337
2010-06-23,Ghana,Germany,-1,0,"FIFA World Cup, Group D",0,1251339
2010-06-23,Germany,Ghana,1,1,"FIFA World Cup, Group D",0,1251339
2011-02-08,Ghana,Togo,3,4,Int. Friendly Games,1,1636188
2011-02-08,Togo,Ghana,-3,1,Int. Friendly Games,1,1636188
2011-09-05,Brazil,Ghana,1,1,Int. Friendly Games,1,1923617
2011-09-05,Ghana,Brazil,-1,0,Int. Friendly Games,1,1923617
2012-02-05,Ghana,Tunisia,1,2,Africa Cup of Nations,0,2368262
2012-02-05,Tunisia,Ghana,-1,1,Africa Cup of Nations,0,2368262
2006-06-12,Italy,Ghana,2,2,"FIFA World Cup, Group E",0,231145
2006-06-12,Ghana,Italy,-2,0,"FIFA World Cup, Group E",0,231145
2006-06-17,Czech Republic,Ghana,-2,0,"FIFA World Cup, Group E",0,231148
2006-06-17,Ghana,Czech Republic,2,2,"FIFA World Cup, Group E",0,231148
2006-06-27,Brazil,Ghana,3,3,"FIFA World Cup, Knockout",0,265801
2006-06-27,Ghana,Brazil,-3,0,"FIFA World Cup, Knockout",0,265801
2008-11-19,Ghana,Tunisia,0,0,Int. Friendly Games,1,922845
2008-11-19,Tunisia,Ghana,0,0,Int. Friendly Games,1,922845
2009-02-11,Egypt,Ghana,0,2,Int. Friendly Games,1,978848
2009-02-11,Ghana,Egypt,0,2,Int. Friendly Games,1,978848
2009-03-01,Ghana,DR Congo,3,3,"African Nations Championship, Group B",0,987918
2009-03-01,DR Congo,Ghana,-3,0,"African Nations Championship, Group B",0,987918
2009-03-04,Ghana,Senegal,1,8,"African Nations Championship, Knockout stage",0,999508
2009-03-04,Senegal,Ghana,-1,7,"African Nations Championship, Knockout stage",0,999508
2009-03-08,Ghana,DR Congo,-2,0,"African Nations Championship, Knockout stage",0,1002827
2009-03-08,DR Congo,Ghana,2,2,"African Nations Championship, Knockout stage",0,1002827
2009-09-09,Japan,Ghana,1,4,Int. Friendly Games,1,1131413
2009-09-09,Ghana,Japan,-1,3,Int. Friendly Games,1,1131413
2024-06-14,Germany,Scotland,4,5,"Euro, Group A",0,11873905
2024-06-14,Scotland,Germany,-4,1,"Euro, Group A",0,11873905
2024-06-23,Switzerland,Germany,0,1,"Euro, Group A",0,11873902
2024-06-23,Germany,Switzerland,0,1,"Euro, Group A",0,11873902
2024-06-29,Germany,Denmark,2,2,"Euro, Knockout stage",0,11874018
2024-06-29,Denmark,Germany,-2,0,"Euro, Knockout stage",0,11874018
2024-07-05,Spain,Germany,1,2,"Euro, Knockout stage",0,11874027
2024-07-05,Germany,Spain,-1,1,"Euro, Knockout stage",0,11874027
2024-09-10,Netherlands,Germany,0,2,"UEFA Nations League, League A, Gr. 3",0,12057900
2024-09-10,Germany,Netherlands,0,2,"UEFA Nations League, League A, Gr. 3",0,12057900
2024-10-11,Bosnia and Herzegovina,Germany,-1,1,"UEFA Nations League, League A, Gr. 3",0,12057895
2024-10-11,Germany,Bosnia and Herzegovina,1,2,"UEFA Nations League, League A, Gr. 3",0,12057895
2024-10-14,Germany,Netherlands,1,1,"UEFA Nations League, League A, Gr. 3",0,12057901
2024-10-14,Netherlands,Germany,-1,0,"UEFA Nations League, League A, Gr. 3",0,12057901
2024-11-16,Germany,Bosnia and Herzegovina,7,7,"UEFA Nations League, League A, Gr. 3",0,12057899
2024-11-16,Bosnia and Herzegovina,Germany,-7,0,"UEFA Nations League, League A, Gr. 3",0,12057899
2025-03-20,Italy,Germany,-1,1,"UEFA Nations League, Finals",0,13157485
2025-03-20,Germany,Italy,1,2,"UEFA Nations League, Finals",0,13157485
2025-03-23,Germany,Italy,0,3,"UEFA Nations League, Finals",0,13157486
2025-03-23,Italy,Germany,0,3,"UEFA Nations League, Finals",0,13157486
2025-06-04,Germany,Portugal,-1,1,"UEFA Nations League, Finals",0,13157879
2025-06-04,Portugal,Germany,1,2,"UEFA Nations League, Finals",0,13157879
2025-09-04,Slovakia,Germany,2,2,World Cup Qual. UEFA A,0,13233456
2025-09-04,Germany,Slovakia,-2,0,World Cup Qual. UEFA A,0,13233456
2025-11-17,Germany,Slovakia,6,6,World Cup Qual. UEFA A,0,13233681
2025-11-17,Slovakia,Germany,-6,0,World Cup Qual. UEFA A,0,13233681
2026-03-27,Switzerland,Germany,-1,3,Int. Friendly Games,1,15362812
2026-03-27,Germany,Switzerland,1,4,Int. Friendly Games,1,15362812
2026-06-14,Germany,Curacao,6,7,"FIFA World Cup, Group E",0,15186899
2026-06-14,Curacao,Germany,-6,1,"FIFA World Cup, Group E",0,15186899
2026-06-20,Germany,Ivory Coast,1,2,"FIFA World Cup, Group E",0,15186905
2026-06-20,Ivory Coast,Germany,-1,1,"FIFA World Cup, Group E",0,15186905
2026-06-25,Ecuador,Germany,1,2,"FIFA World Cup, Group E",0,15186907
2026-06-25,Germany,Ecuador,-1,1,"FIFA World Cup, Group E",0,15186907
2026-06-29,Germany,Paraguay,-1,4,"FIFA World Cup, Knockout",0,12813014
2026-06-29,Paraguay,Germany,1,5,"FIFA World Cup, Knockout",0,12813014
2022-03-29,Netherlands,Germany,0,1,Int. Friendly Games,1,10102067
2022-03-29,Germany,Netherlands,0,1,Int. Friendly Games,1,10102067
2022-06-04,Italy,Germany,0,1,"UEFA Nations League, League A, Gr. 3",0,10023373
2022-06-04,Germany,Italy,0,1,"UEFA Nations League, League A, Gr. 3",0,10023373
2022-06-14,Germany,Italy,3,5,"UEFA Nations League, League A, Gr. 3",0,10023354
2022-06-14,Italy,Germany,-3,2,"UEFA Nations League, League A, Gr. 3",0,10023354
2022-11-23,Germany,Japan,-1,1,"FIFA World Cup, Group E",0,10230562
2022-11-23,Japan,Germany,1,2,"FIFA World Cup, Group E",0,10230562
2022-11-27,Spain,Germany,0,1,"FIFA World Cup, Group E",0,10230575
2022-11-27,Germany,Spain,0,1,"FIFA World Cup, Group E",0,10230575
2022-12-01,Costa Rica,Germany,-2,2,"FIFA World Cup, Group E",0,10230573
2022-12-01,Germany,Costa Rica,2,4,"FIFA World Cup, Group E",0,10230573
2023-03-25,Germany,Peru,2,2,Int. Friendly Games,1,11038092
2023-03-25,Peru,Germany,-2,0,Int. Friendly Games,1,11038092
2023-03-28,Germany,Belgium,-1,2,Int. Friendly Games,1,11090718
2023-03-28,Belgium,Germany,1,3,Int. Friendly Games,1,11090718
2023-06-12,Germany,Ukraine,0,3,Int. Friendly Games,1,11239348
2023-06-12,Ukraine,Germany,0,3,Int. Friendly Games,1,11239348
2023-06-16,Poland,Germany,1,1,Int. Friendly Games,1,11235288
2023-06-16,Germany,Poland,-1,0,Int. Friendly Games,1,11235288
2023-06-20,Germany,Colombia,-2,0,Int. Friendly Games,1,11239338
2023-06-20,Colombia,Germany,2,2,Int. Friendly Games,1,11239338
2023-09-09,Germany,Japan,-3,1,Int. Friendly Games,1,11322331
2023-09-09,Japan,Germany,3,4,Int. Friendly Games,1,11322331
2023-11-18,Germany,Turkey,-1,2,Int. Friendly Games,1,11800822
2023-11-18,Turkey,Germany,1,3,Int. Friendly Games,1,11800822
2023-11-21,Austria,Germany,2,2,Int. Friendly Games,1,11635628
2023-11-21,Germany,Austria,-2,0,Int. Friendly Games,1,11635628
2024-03-26,Germany,Netherlands,1,2,Int. Friendly Games,1,11896613
2024-03-26,Netherlands,Germany,-1,1,Int. Friendly Games,1,11896613
2024-06-03,Germany,Ukraine,0,0,Int. Friendly Games,1,12208868
2024-06-03,Ukraine,Germany,0,0,Int. Friendly Games,1,12208868
2019-09-06,Germany,Netherlands,-2,2,"Euro, Qualification Group C",0,8078542
2019-09-06,Netherlands,Germany,2,4,"Euro, Qualification Group C",0,8078542
2020-09-03,Germany,Spain,0,1,"UEFA Nations League, League A, Gr. 4",0,8600763
2020-09-03,Spain,Germany,0,1,"UEFA Nations League, League A, Gr. 4",0,8600763
2020-09-06,Switzerland,Germany,0,1,"UEFA Nations League, League A, Gr. 4",0,8600769
2020-09-06,Germany,Switzerland,0,1,"UEFA Nations League, League A, Gr. 4",0,8600769
2020-10-07,Germany,Turkey,0,3,Int. Friendly Games,1,8746132
2020-10-07,Turkey,Germany,0,3,Int. Friendly Games,1,8746132
2020-10-10,Ukraine,Germany,-1,1,"UEFA Nations League, League A, Gr. 4",0,8600754
2020-10-10,Germany,Ukraine,1,2,"UEFA Nations League, League A, Gr. 4",0,8600754
2020-10-13,Germany,Switzerland,0,3,"UEFA Nations League, League A, Gr. 4",0,8600795
2020-10-13,Switzerland,Germany,0,3,"UEFA Nations League, League A, Gr. 4",0,8600795
2020-11-11,Germany,Czech Republic,1,1,Int. Friendly Games,1,8746133
2020-11-11,Czech Republic,Germany,-1,0,Int. Friendly Games,1,8746133
2020-11-14,Germany,Ukraine,2,3,"UEFA Nations League, League A, Gr. 4",0,8600771
2020-11-14,Ukraine,Germany,-2,1,"UEFA Nations League, League A, Gr. 4",0,8600771
2020-11-17,Spain,Germany,6,6,"UEFA Nations League, League A, Gr. 4",0,8600781
2020-11-17,Germany,Spain,-6,0,"UEFA Nations League, League A, Gr. 4",0,8600781
2021-03-25,Germany,Iceland,3,3,World Cup Qual. UEFA J,0,9223709
2021-03-25,Iceland,Germany,-3,0,World Cup Qual. UEFA J,0,9223709
2021-06-02,Germany,Denmark,0,1,Int. Friendly Games,1,9529425
2021-06-02,Denmark,Germany,0,1,Int. Friendly Games,1,9529425
2021-06-19,Portugal,Germany,-2,2,"Euro, Group F",0,8513113
2021-06-19,Germany,Portugal,2,4,"Euro, Group F",0,8513113
2021-09-08,Iceland,Germany,-4,0,World Cup Qual. UEFA J,0,9223792
2021-09-08,Germany,Iceland,4,4,World Cup Qual. UEFA J,0,9223792
2017-06-06,Denmark,Germany,0,1,Int. Friendly Games,1,7416007
2017-06-06,Germany,Denmark,0,1,Int. Friendly Games,1,7416007
2017-06-19,Australia,Germany,-1,2,"Confederations Cup, Group B",0,7302328
2017-06-19,Germany,Australia,1,3,"Confederations Cup, Group B",0,7302328
2017-06-22,Germany,Chile,0,1,"Confederations Cup, Group B",0,7302326
2017-06-22,Chile,Germany,0,1,"Confederations Cup, Group B",0,7302326
2017-06-25,Germany,Cameroon,2,3,"Confederations Cup, Group B",0,7330426
2017-06-25,Cameroon,Germany,-2,1,"Confederations Cup, Group B",0,7330426
2017-07-02,Chile,Germany,-1,0,"Confederations Cup, Knockout stage",0,7459967
2017-07-02,Germany,Chile,1,1,"Confederations Cup, Knockout stage",0,7459967
2017-09-01,Czech Republic,Germany,-1,1,World Cup Qual. UEFA C,0,6828280
2017-09-01,Germany,Czech Republic,1,2,World Cup Qual. UEFA C,0,6828280
2017-09-04,Germany,Norway,6,6,World Cup Qual. UEFA C,0,6828330
2017-09-04,Norway,Germany,-6,0,World Cup Qual. UEFA C,0,6828330
2018-03-23,Germany,Spain,0,1,Int. Friendly Games,1,7685137
2018-03-23,Spain,Germany,0,1,Int. Friendly Games,1,7685137
2018-03-27,Germany,Brazil,-1,0,Int. Friendly Games,1,7735493
2018-03-27,Brazil,Germany,1,1,Int. Friendly Games,1,7735493
2018-06-02,Austria,Germany,1,2,Int. Friendly Games,1,7722658
2018-06-02,Germany,Austria,-1,1,Int. Friendly Games,1,7722658
2018-06-08,Germany,Saudi Arabia,1,2,Int. Friendly Games,1,7815004
2018-06-08,Saudi Arabia,Germany,-1,1,Int. Friendly Games,1,7815004
2018-06-23,Germany,Sweden,1,2,"FIFA World Cup, Group F",0,7659900
2018-06-23,Sweden,Germany,-1,1,"FIFA World Cup, Group F",0,7659900
2018-09-09,Germany,Peru,1,2,Int. Friendly Games,1,7929471
2018-09-09,Peru,Germany,-1,1,Int. Friendly Games,1,7929471
2018-10-13,Netherlands,Germany,3,3,"UEFA Nations League, League A, Gr. 1",0,7697216
2018-10-13,Germany,Netherlands,-3,0,"UEFA Nations League, League A, Gr. 1",0,7697216
2018-11-15,Germany,Russia,3,3,Int. Friendly Games,1,8027518
2018-11-15,Russia,Germany,-3,0,Int. Friendly Games,1,8027518
2018-11-19,Germany,Netherlands,0,2,"UEFA Nations League, League A, Gr. 1",0,7697254
2018-11-19,Netherlands,Germany,0,2,"UEFA Nations League, League A, Gr. 1",0,7697254
2019-03-24,Netherlands,Germany,-1,2,"Euro, Qualification Group C",0,8078415
2019-03-24,Germany,Netherlands,1,3,"Euro, Qualification Group C",0,8078415
2014-10-14,Germany,Ireland,0,1,"Euro, Qualification Group D",0,5076984
2014-10-14,Ireland,Germany,0,1,"Euro, Qualification Group D",0,5076984
2014-11-18,Spain,Germany,-1,0,Int. Friendly Games,1,5436414
2014-11-18,Germany,Spain,1,1,Int. Friendly Games,1,5436414
2015-03-25,Germany,Australia,0,2,Int. Friendly Games,1,6666595
2015-03-25,Australia,Germany,0,2,Int. Friendly Games,1,6666595
2015-09-04,Germany,Poland,2,3,"Euro, Qualification Group D",0,5124558
2015-09-04,Poland,Germany,-2,1,"Euro, Qualification Group D",0,5124558
2015-09-07,Scotland,Germany,-1,2,"Euro, Qualification Group D",0,5124566
2015-09-07,Germany,Scotland,1,3,"Euro, Qualification Group D",0,5124566
2015-10-08,Ireland,Germany,1,1,"Euro, Qualification Group D",0,5124572
2015-10-08,Germany,Ireland,-1,0,"Euro, Qualification Group D",0,5124572
2016-03-29,Germany,Italy,3,4,Int. Friendly Games,1,6970071
2016-03-29,Italy,Germany,-3,1,Int. Friendly Games,1,6970071
2016-05-29,Germany,Slovakia,-2,1,Int. Friendly Games,1,6996098
2016-05-29,Slovakia,Germany,2,3,Int. Friendly Games,1,6996098
2016-06-12,Germany,Ukraine,2,2,"Euro, Group C",0,6964816
2016-06-12,Ukraine,Germany,-2,0,"Euro, Group C",0,6964816
2016-06-16,Germany,Poland,0,0,"Euro, Group C",0,6964826
2016-06-16,Poland,Germany,0,0,"Euro, Group C",0,6964826
2016-06-26,Germany,Slovakia,3,3,"Euro, Knockout stage",0,7019685
2016-06-26,Slovakia,Germany,-3,0,"Euro, Knockout stage",0,7019685
2016-07-02,Germany,Italy,1,7,"Euro, Knockout stage",0,7019688
2016-07-02,Italy,Germany,-1,6,"Euro, Knockout stage",0,7019688
2016-09-04,Norway,Germany,-3,0,World Cup Qual. UEFA C,0,6827890
2016-09-04,Germany,Norway,3,3,World Cup Qual. UEFA C,0,6827890
2016-10-08,Germany,Czech Republic,3,3,World Cup Qual. UEFA C,0,6828119
2016-10-08,Czech Republic,Germany,-3,0,World Cup Qual. UEFA C,0,6828119
2016-11-15,Italy,Germany,0,0,Int. Friendly Games,1,7251005
2016-11-15,Germany,Italy,0,0,Int. Friendly Games,1,7251005
2012-09-11,Austria,Germany,-1,1,World Cup Qual. UEFA C,0,2170432
2012-09-11,Germany,Austria,1,2,World Cup Qual. UEFA C,0,2170432
2012-10-12,Ireland,Germany,-5,1,World Cup Qual. UEFA C,0,2170436
2012-10-12,Germany,Ireland,5,6,World Cup Qual. UEFA C,0,2170436
2012-10-16,Germany,Sweden,0,4,World Cup Qual. UEFA C,0,2170442
2012-10-16,Sweden,Germany,0,4,World Cup Qual. UEFA C,0,2170442
2012-11-14,Netherlands,Germany,0,0,Int. Friendly Games,1,2331654
2012-11-14,Germany,Netherlands,0,0,Int. Friendly Games,1,2331654
2013-05-29,Germany,Ecuador,2,4,Int. Friendly Games,1,3466970
2013-05-29,Ecuador,Germany,-2,2,Int. Friendly Games,1,3466970
2013-08-14,Germany,Paraguay,0,3,Int. Friendly Games,1,3859139
2013-08-14,Paraguay,Germany,0,3,Int. Friendly Games,1,3859139
