date,team,opponent,gd,gf,competition,is_friendly,event_id
2013-09-06,Germany,Austria,3,3,World Cup Qual. UEFA C,0,2170464
2013-09-06,Austria,Germany,-3,0,World Cup Qual. UEFA C,0,2170464
2013-10-11,Germany,Ireland,3,3,World Cup Qual. UEFA C,0,2170474
2013-10-11,Ireland,Germany,-3,0,World Cup Qual. UEFA C,0,2170474
2013-10-15,Sweden,Germany,-2,3,World Cup Qual. UEFA C,0,2170480
2013-10-15,Germany,Sweden,2,5,World Cup Qual. UEFA C,0,2170480
2013-11-15,Italy,Germany,0,1,Int. Friendly Games,1,4476148
2013-11-15,Germany,Italy,0,1,Int. Friendly Games,1,4476148
2014-03-05,Germany,Chile,1,1,Int. Friendly Games,1,4684928
2014-03-05,Chile,Germany,-1,0,Int. Friendly Games,1,4684928
2014-05-13,Germany,Poland,0,0,Int. Friendly Games,1,4794762
2014-05-13,Poland,Germany,0,0,Int. Friendly Games,1,4794762
2014-06-01,Germany,Cameroon,0,2,Int. Friendly Games,1,4821966
2014-06-01,Cameroon,Germany,0,2,Int. Friendly Games,1,4821966
2014-06-16,Germany,Portugal,4,4,"FIFA World Cup, Group G",0,4768782
2014-06-16,Portugal,Germany,-4,0,"FIFA World Cup, Group G",0,4768782
2014-07-08,Brazil,Germany,-6,1,"FIFA World Cup, Knockout",0,4768172
2014-07-08,Germany,Brazil,6,7,"FIFA World Cup, Knockout",0,4768172
2014-09-07,Germany,Scotland,1,2,"Euro, Qualification Group D",0,5076974
2014-09-07,Scotland,Germany,-1,1,"Euro, Qualification Group D",0,5076974
2014-10-11,Poland,Germany,2,2,"Euro, Qualification Group D",0,5076982
2014-10-11,Germany,Poland,-2,0,"Euro, Qualification Group D",0,5076982
2010-08-11,Denmark,Germany,0,2,Int. Friendly Games,1,1312447
2010-08-11,Germany,Denmark,0,2,Int. Friendly Games,1,1312447
2010-09-03,Belgium,Germany,-1,0,"Euro, Qualification Group A",0,1309538
2010-09-03,Germany,Belgium,1,1,"Euro, Qualification Group A",0,1309538
2010-10-08,Germany,Turkey,3,3,"Euro, Qualification Group A",0,1309540
2010-10-08,Turkey,Germany,-3,0,"Euro, Qualification Group A",0,1309540
2010-11-17,Sweden,Germany,0,0,Int. Friendly Games,1,1332745
2010-11-17,Germany,Sweden,0,0,Int. Friendly Games,1,1332745
2011-02-09,Germany,Italy,0,1,Int. Friendly Games,1,1507814
2011-02-09,Italy,Germany,0,1,Int. Friendly Games,1,1507814
2011-03-29,Germany,Australia,-1,1,Int. Friendly Games,1,1556694
2011-03-29,Australia,Germany,1,2,Int. Friendly Games,1,1556694
2011-06-03,Austria,Germany,-1,1,"Euro, Qualification Group A",0,1309543
2011-06-03,Germany,Austria,1,2,"Euro, Qualification Group A",0,1309543
2011-08-10,Germany,Brazil,1,3,Int. Friendly Games,1,1675284
2011-08-10,Brazil,Germany,-1,2,Int. Friendly Games,1,1675284
2011-09-02,Germany,Austria,4,6,"Euro, Qualification Group A",0,1309545
2011-09-02,Austria,Germany,-4,2,"Euro, Qualification Group A",0,1309545
2011-09-06,Poland,Germany,0,2,Int. Friendly Games,1,1675285
2011-09-06,Germany,Poland,0,2,Int. Friendly Games,1,1675285
2011-10-07,Turkey,Germany,-2,1,"Euro, Qualification Group A",0,1309546
2011-10-07,Germany,Turkey,2,3,"Euro, Qualification Group A",0,1309546
2011-10-11,Germany,Belgium,2,3,"Euro, Qualification Group A",0,1309547
2011-10-11,Belgium,Germany,-2,1,"Euro, Qualification Group A",0,1309547
2011-11-11,Ukraine,Germany,0,3,Int. Friendly Games,1,2016613
2011-11-11,Germany,Ukraine,0,3,Int. Friendly Games,1,2016613
2011-11-15,Germany,Netherlands,3,3,Int. Friendly Games,1,2016615
2011-11-15,Netherlands,Germany,-3,0,Int. Friendly Games,1,2016615
2012-05-26,Switzerland,Germany,2,5,Int. Friendly Games,1,2245252
2012-05-26,Germany,Switzerland,-2,3,Int. Friendly Games,1,2245252
2012-06-09,Germany,Portugal,1,1,"Euro, Group B",0,2207784
2012-06-09,Portugal,Germany,-1,0,"Euro, Group B",0,2207784
2012-06-13,Netherlands,Germany,-1,1,"Euro, Group B",0,2207798
2012-06-13,Germany,Netherlands,1,2,"Euro, Group B",0,2207798
2012-06-17,Denmark,Germany,-1,1,"Euro, Group B",0,2207816
2012-06-17,Germany,Denmark,1,2,"Euro, Group B",0,2207816
2012-06-28,Germany,Italy,-1,1,"Euro, Knockout stage",0,2212290
2012-06-28,Italy,Germany,1,2,"Euro, Knockout stage",0,2212290
2008-06-25,Germany,Turkey,1,3,"Euro, Knockout stage",0,764387
2008-06-25,Turkey,Germany,-1,2,"Euro, Knockout stage",0,764387
2008-06-29,Germany,Spain,-1,0,"Euro, Knockout stage",0,764389
2008-06-29,Spain,Germany,1,1,"Euro, Knockout stage",0,764389
2008-08-20,Germany,Belgium,2,2,Int. Friendly Games,1,687707
2008-08-20,Belgium,Germany,-2,0,Int. Friendly Games,1,687707
2008-10-11,Germany,Russia,1,2,World Cup Qual. UEFA D,0,668100
2008-10-11,Russia,Germany,-1,1,World Cup Qual. UEFA D,0,668100
2008-10-15,Germany,Wales,1,1,World Cup Qual. UEFA D,0,668101
2008-10-15,Wales,Germany,-1,0,World Cup Qual. UEFA D,0,668101
2009-02-11,Germany,Norway,-1,0,Int. Friendly Games,1,892484
2009-02-11,Norway,Germany,1,1,Int. Friendly Games,1,892484
2009-04-01,Wales,Germany,-2,0,World Cup Qual. UEFA D,0,668103
2009-04-01,Germany,Wales,2,2,World Cup Qual. UEFA D,0,668103
2009-05-29,China,Germany,0,1,Int. Friendly Games,1,978633
2009-05-29,Germany,China,0,1,Int. Friendly Games,1,978633
2009-10-10,Russia,Germany,-1,0,World Cup Qual. UEFA D,0,668106
2009-10-10,Germany,Russia,1,1,World Cup Qual. UEFA D,0,668106
2009-11-18,Germany,Ivory Coast,0,2,Int. Friendly Games,1,1197327
2009-11-18,Ivory Coast,Germany,0,2,Int. Friendly Games,1,1197327
2010-06-03,Germany,Bosnia and Herzegovina,2,3,Int. Friendly Games,1,1283277
2010-06-03,Bosnia and Herzegovina,Germany,-2,1,Int. Friendly Games,1,1283277
2010-06-13,Germany,Australia,4,4,"FIFA World Cup, Group D",0,1251329
2010-06-13,Australia,Germany,-4,0,"FIFA World Cup, Group D",0,1251329
2010-07-07,Germany,Spain,-1,0,"FIFA World Cup, Knockout",0,1355397
2010-07-07,Spain,Germany,1,1,"FIFA World Cup, Knockout",0,1355397
2003-09-06,Iceland,Germany,0,0,"Euro, Qualification Group E",0,43509
2003-09-06,Germany,Iceland,0,0,"Euro, Qualification Group E",0,43509
2003-09-10,Germany,Scotland,1,2,"Euro, Qualification Group E",0,43809
2003-09-10,Scotland,Germany,-1,1,"Euro, Qualification Group E",0,43809
2003-10-11,Germany,Iceland,3,3,"Euro, Qualification Group E",0,49053
2003-10-11,Iceland,Germany,-3,0,"Euro, Qualification Group E",0,49053
2004-06-15,Germany,Netherlands,0,1,"Euro, Group D",0,94964
2004-06-15,Netherlands,Germany,0,1,"Euro, Group D",0,94964
2004-06-23,Germany,Czech Republic,-1,1,"Euro, Group D",0,94980
2004-06-23,Czech Republic,Germany,1,2,"Euro, Group D",0,94980
2006-06-09,Germany,Costa Rica,2,4,"FIFA World Cup, Group A",0,231121
2006-06-09,Costa Rica,Germany,-2,2,"FIFA World Cup, Group A",0,231121
2006-06-14,Germany,Poland,1,1,"FIFA World Cup, Group A",0,231123
2006-06-14,Poland,Germany,-1,0,"FIFA World Cup, Group A",0,231123
2006-06-20,Ecuador,Germany,-3,0,"FIFA World Cup, Group A",0,231125
2006-06-20,Germany,Ecuador,3,3,"FIFA World Cup, Group A",0,231125
2006-06-24,Germany,Sweden,2,2,"FIFA World Cup, Knockout",0,265795
2006-06-24,Sweden,Germany,-2,0,"FIFA World Cup, Knockout",0,265795
2006-07-04,Germany,Italy,-2,0,"FIFA World Cup, Knockout",0,268531
2006-07-04,Italy,Germany,2,2,"FIFA World Cup, Knockout",0,268531
2006-07-08,Germany,Portugal,2,3,"FIFA World Cup, Knockout",0,268533
2006-07-08,Portugal,Germany,-2,1,"FIFA World Cup, Knockout",0,268533
2006-09-02,Germany,Ireland,1,1,"Euro, Qualification Group D",0,267727
2006-09-02,Ireland,Germany,-1,0,"Euro, Qualification Group D",0,267727
2006-10-11,Slovakia,Germany,-3,1,"Euro, Qualification Group D",0,267735
2006-10-11,Germany,Slovakia,3,4,"Euro, Qualification Group D",0,267735
2007-03-24,Czech Republic,Germany,-1,1,"Euro, Qualification Group D",0,267740
2007-03-24,Germany,Czech Republic,1,2,"Euro, Qualification Group D",0,267740
2007-06-06,Germany,Slovakia,1,2,"Euro, Qualification Group D",0,267749
2007-06-06,Slovakia,Germany,-1,1,"Euro, Qualification Group D",0,267749
2007-09-08,Wales,Germany,-2,0,"Euro, Qualification Group D",0,267752
2007-09-08,Germany,Wales,2,2,"Euro, Qualification Group D",0,267752
2007-10-13,Ireland,Germany,0,0,"Euro, Qualification Group D",0,267758
2007-10-13,Germany,Ireland,0,0,"Euro, Qualification Group D",0,267758
2007-10-17,Germany,Czech Republic,-3,0,"Euro, Qualification Group D",0,267760
2007-10-17,Czech Republic,Germany,3,3,"Euro, Qualification Group D",0,267760
2007-11-21,Germany,Wales,0,0,"Euro, Qualification Group D",0,267776
2007-11-21,Wales,Germany,0,0,"Euro, Qualification Group D",0,267776
2008-06-08,Germany,Poland,2,2,"Euro, Group B",0,636799
2008-06-08,Poland,Germany,-2,0,"Euro, Group B",0,636799
2008-06-12,Croatia,Germany,1,2,"Euro, Group B",0,636801
2008-06-12,Germany,Croatia,-1,1,"Euro, Group B",0,636801
2008-06-16,Austria,Germany,-1,0,"Euro, Group B",0,636804
2008-06-16,Germany,Austria,1,1,"Euro, Group B",0,636804
2008-06-19,Portugal,Germany,-1,2,"Euro, Knockout stage",0,764372
2008-06-19,Germany,Portugal,1,3,"Euro, Knockout stage",0,764372
1998-06-25,Germany,Iran,2,2,"FIFA World Cup, Group F",0,264921
1998-06-25,Iran,Germany,-2,0,"FIFA World Cup, Group F",0,264921
1998-07-04,Germany,Croatia,-3,0,"FIFA World Cup, Knockout",0,264947
1998-07-04,Croatia,Germany,3,3,"FIFA World Cup, Knockout",0,264947
1998-10-10,Turkey,Germany,1,1,"Euro, Qualification Group C",0,429693
1998-10-10,Germany,Turkey,-1,0,"Euro, Qualification Group C",0,429693
1999-10-09,Germany,Turkey,0,0,"Euro, Qualification Group C",0,429709
1999-10-09,Turkey,Germany,0,0,"Euro, Qualification Group C",0,429709
2000-06-20,Portugal,Germany,3,3,"Euro, Group A",0,96654
2000-06-20,Germany,Portugal,-3,0,"Euro, Group A",0,96654
2002-06-01,Germany,Saudi Arabia,8,8,"FIFA World Cup, Group E",0,264983
2002-06-01,Saudi Arabia,Germany,-8,0,"FIFA World Cup, Group E",0,264983
2002-06-05,Germany,Ireland,0,1,"FIFA World Cup, Group E",0,264982
2002-06-05,Ireland,Germany,0,1,"FIFA World Cup, Group E",0,264982
2002-06-11,Cameroon,Germany,-2,0,"FIFA World Cup, Group E",0,264980
2002-06-11,Germany,Cameroon,2,2,"FIFA World Cup, Group E",0,264980
2002-06-15,Germany,Paraguay,1,1,"FIFA World Cup, Knockout",0,265010
2002-06-15,Paraguay,Germany,-1,0,"FIFA World Cup, Knockout",0,265010
2002-06-30,Germany,Brazil,-2,0,"FIFA World Cup, Knockout",0,265018
2002-06-30,Brazil,Germany,2,2,"FIFA World Cup, Knockout",0,265018
2003-06-07,Scotland,Germany,0,1,"Euro, Qualification Group E",0,33866
2003-06-07,Germany,Scotland,0,1,"Euro, Qualification Group E",0,33866
2024-10-10,Australia,China,2,3,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475947
2024-10-10,China,Australia,-2,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475947
2024-10-15,Japan,Australia,0,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475941
2024-10-15,Australia,Japan,0,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475941
2024-11-14,Australia,Saudi Arabia,0,0,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475933
2024-11-14,Saudi Arabia,Australia,0,0,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475933
2025-03-25,China,Australia,-2,0,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475923
2025-03-25,Australia,China,2,2,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475923
2025-06-05,Australia,Japan,1,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475935
2025-06-05,Japan,Australia,-1,0,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475935
2025-06-10,Saudi Arabia,Australia,-1,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475925
2025-06-10,Australia,Saudi Arabia,1,2,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475925
2025-09-05,Australia,New Zealand,1,1,Int. Friendly Games,1,14553333
2025-09-05,New Zealand,Australia,-1,0,Int. Friendly Games,1,14553333
2025-09-09,New Zealand,Australia,-2,1,Int. Friendly Games,1,14553330
2025-09-09,Australia,New Zealand,2,3,Int. Friendly Games,1,14553330
2025-10-10,Canada,Australia,-1,0,Int. Friendly Games,1,14605773
2025-10-10,Australia,Canada,1,1,Int. Friendly Games,1,14605773
2025-11-19,Colombia,Australia,3,3,Int. Friendly Games,1,15027618
2025-11-19,Australia,Colombia,-3,0,Int. Friendly Games,1,15027618
2026-03-27,Australia,Cameroon,1,1,"FIFA Series, Australia",0,15437862
2026-03-27,Cameroon,Australia,-1,0,"FIFA Series, Australia",0,15437862
2026-03-31,Australia,Curacao,4,5,"FIFA Series, Australia",0,15437864
2026-03-31,Curacao,Australia,-4,1,"FIFA Series, Australia",0,15437864
2026-06-06,Switzerland,Australia,0,1,Int. Friendly Games,1,16118856
2026-06-06,Australia,Switzerland,0,1,Int. Friendly Games,1,16118856
2026-06-14,Australia,Turkey,2,2,"FIFA World Cup, Group D",0,15186874
2026-06-14,Turkey,Australia,-2,0,"FIFA World Cup, Group D",0,15186874
2026-06-26,Paraguay,Australia,0,0,"FIFA World Cup, Group D",0,15186891
2026-06-26,Australia,Paraguay,0,0,"FIFA World Cup, Group D",0,15186891
2026-07-03,Australia,Egypt,-2,3,"FIFA World Cup, Knockout",0,12813018
2026-07-03,Egypt,Australia,2,5,"FIFA World Cup, Knockout",0,12813018
2021-10-12,Japan,Australia,1,2,"World Cup Qualification, AFC, Round 3, Group B",0,9605599
2021-10-12,Australia,Japan,-1,1,"World Cup Qualification, AFC, Round 3, Group B",0,9605599
2021-11-11,Australia,Saudi Arabia,0,0,"World Cup Qualification, AFC, Round 3, Group B",0,9605601
2021-11-11,Saudi Arabia,Australia,0,0,"World Cup Qualification, AFC, Round 3, Group B",0,9605601
2021-11-16,China,Australia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,9605598
2021-11-16,Australia,China,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,9605598
2022-03-24,Australia,Japan,-2,0,"World Cup Qualification, AFC, Round 3, Group B",0,9605619
2022-03-24,Japan,Australia,2,2,"World Cup Qualification, AFC, Round 3, Group B",0,9605619
2022-03-29,Saudi Arabia,Australia,1,1,"World Cup Qualification, AFC, Round 3, Group B",0,9605620
2022-03-29,Australia,Saudi Arabia,-1,0,"World Cup Qualification, AFC, Round 3, Group B",0,9605620
2022-06-01,Australia,Jordan,1,2,Int. Friendly Games,1,10325830
2022-06-01,Jordan,Australia,-1,1,Int. Friendly Games,1,10325830
2022-06-13,Australia,Peru,1,5,"World Championship Qual., AFC/CONMEBOL Playoffs",0,10365911
2022-06-13,Peru,Australia,-1,4,"World Championship Qual., AFC/CONMEBOL Playoffs",0,10365911
2022-09-22,Australia,New Zealand,1,1,Int. Friendly Games,1,10677042
2022-09-22,New Zealand,Australia,-1,0,Int. Friendly Games,1,10677042
2022-09-25,New Zealand,Australia,-2,0,Int. Friendly Games,1,10710574
2022-09-25,Australia,New Zealand,2,2,Int. Friendly Games,1,10710574
2022-11-26,Tunisia,Australia,-1,0,"FIFA World Cup, Group D",0,10230574
2022-11-26,Australia,Tunisia,1,1,"FIFA World Cup, Group D",0,10230574
2022-11-30,Australia,Denmark,1,1,"FIFA World Cup, Group D",0,10230560
2022-11-30,Denmark,Australia,-1,0,"FIFA World Cup, Group D",0,10230560
2023-03-24,Australia,Ecuador,2,3,Int. Friendly Games,1,11118321
2023-03-24,Ecuador,Australia,-2,1,Int. Friendly Games,1,11118321
2023-03-28,Australia,Ecuador,-1,1,Int. Friendly Games,1,11118326
2023-03-28,Ecuador,Australia,1,2,Int. Friendly Games,1,11118326
2023-10-17,Australia,New Zealand,2,2,Int. Friendly Games,1,11703157
2023-10-17,New Zealand,Australia,-2,0,Int. Friendly Games,1,11703157
2024-01-23,Australia,Uzbekistan,0,1,"AFC Asian Cup, Group B",0,11275782
2024-01-23,Uzbekistan,Australia,0,1,"AFC Asian Cup, Group B",0,11275782
2017-11-10,Honduras,Australia,0,0,"World Championship Qual., CONCACAF/AFC Playoffs",0,7621968
2017-11-10,Australia,Honduras,0,0,"World Championship Qual., CONCACAF/AFC Playoffs",0,7621968
2017-11-15,Australia,Honduras,2,3,"World Championship Qual., CONCACAF/AFC Playoffs",0,7623231
2017-11-15,Honduras,Australia,-2,1,"World Championship Qual., CONCACAF/AFC Playoffs",0,7623231
2018-03-23,Norway,Australia,3,4,Int. Friendly Games,1,7743338
2018-03-23,Australia,Norway,-3,1,Int. Friendly Games,1,7743338
2018-03-27,Australia,Colombia,0,0,Int. Friendly Games,1,7739473
2018-03-27,Colombia,Australia,0,0,Int. Friendly Games,1,7739473
2018-06-01,Czech Republic,Australia,-4,0,Int. Friendly Games,1,7775866
2018-06-01,Australia,Czech Republic,4,4,Int. Friendly Games,1,7775866
2018-06-21,Denmark,Australia,0,1,"FIFA World Cup, Group C",0,7659874
2018-06-21,Australia,Denmark,0,1,"FIFA World Cup, Group C",0,7659874
2018-06-26,Australia,Peru,-2,0,"FIFA World Cup, Group C",0,7659894
2018-06-26,Peru,Australia,2,2,"FIFA World Cup, Group C",0,7659894
2019-01-06,Australia,Jordan,-1,0,"AFC Asian Cup, Group B",0,7798892
2019-01-06,Jordan,Australia,1,1,"AFC Asian Cup, Group B",0,7798892
2019-01-21,Australia,Uzbekistan,2,4,"AFC Asian Cup, Knockout stage",0,8110597
2019-01-21,Uzbekistan,Australia,-2,2,"AFC Asian Cup, Knockout stage",0,8110597
2019-11-14,Jordan,Australia,-1,0,"World Cup Qualification, AFC, Round 2, Group B",0,8312347
2019-11-14,Australia,Jordan,1,1,"World Cup Qualification, AFC, Round 2, Group B",0,8312347
2021-06-15,Australia,Jordan,1,1,"World Cup Qualification, AFC, Round 2, Group B",0,9515776
2021-06-15,Jordan,Australia,-1,0,"World Cup Qualification, AFC, Round 2, Group B",0,9515776
2021-09-02,Australia,China,3,3,"World Cup Qualification, AFC, Round 3, Group B",0,9605577
2021-09-02,China,Australia,-3,0,"World Cup Qualification, AFC, Round 3, Group B",0,9605577
2015-01-22,China,Australia,-2,0,"AFC Asian Cup, Knockout stage",0,6568693
2015-01-22,Australia,China,2,2,"AFC Asian Cup, Knockout stage",0,6568693
2015-10-08,Jordan,Australia,2,2,"World Cup Qualification, AFC, Round 2, Group B",0,6735406
2015-10-08,Australia,Jordan,-2,0,"World Cup Qualification, AFC, Round 2, Group B",0,6735406
2016-03-29,Australia,Jordan,4,5,"World Cup Qualification, AFC, Round 2, Group B",0,6734752
2016-03-29,Jordan,Australia,-4,1,"World Cup Qualification, AFC, Round 2, Group B",0,6734752
2016-09-01,Australia,Iraq,2,2,"World Cup Qualification, AFC, Round 3, Group B",0,7052133
2016-09-01,Iraq,Australia,-2,0,"World Cup Qualification, AFC, Round 3, Group B",0,7052133
2016-10-06,Saudi Arabia,Australia,0,2,"World Cup Qualification, AFC, Round 3, Group B",0,7052153
2016-10-06,Australia,Saudi Arabia,0,2,"World Cup Qualification, AFC, Round 3, Group B",0,7052153
2016-10-11,Australia,Japan,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,7052161
2016-10-11,Japan,Australia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,7052161
2017-03-23,Iraq,Australia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,7052180
2017-03-23,Australia,Iraq,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,7052180
2017-06-08,Australia,Saudi Arabia,1,3,"World Cup Qualification, AFC, Round 3, Group B",0,7052185
2017-06-08,Saudi Arabia,Australia,-1,2,"World Cup Qualification, AFC, Round 3, Group B",0,7052185
2017-06-13,Australia,Brazil,-4,0,Int. Friendly Games,1,7419804
2017-06-13,Brazil,Australia,4,4,Int. Friendly Games,1,7419804
2017-06-22,Cameroon,Australia,0,1,"Confederations Cup, Group B",0,7330427
2017-06-22,Australia,Cameroon,0,1,"Confederations Cup, Group B",0,7330427
2017-06-25,Chile,Australia,0,1,"Confederations Cup, Group B",0,7302325
2017-06-25,Australia,Chile,0,1,"Confederations Cup, Group B",0,7302325
2017-08-31,Japan,Australia,2,2,"World Cup Qualification, AFC, Round 3, Group B",0,7052197
2017-08-31,Australia,Japan,-2,0,"World Cup Qualification, AFC, Round 3, Group B",0,7052197
2012-06-12,Australia,Japan,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492968
2012-06-12,Japan,Australia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492968
2012-08-15,Scotland,Australia,2,3,Int. Friendly Games,1,2744116
2012-08-15,Australia,Scotland,-2,1,Int. Friendly Games,1,2744116
2012-09-11,Jordan,Australia,1,2,"World Cup Qualification, AFC, Round 3, Group B",0,2492974
2012-09-11,Australia,Jordan,-1,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492974
2012-10-16,Iraq,Australia,-1,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492978
2012-10-16,Australia,Iraq,1,2,"World Cup Qualification, AFC, Round 3, Group B",0,2492978
2013-06-04,Japan,Australia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492988
2013-06-04,Australia,Japan,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492988
2013-06-11,Australia,Jordan,4,4,"World Cup Qualification, AFC, Round 3, Group B",0,2492994
2013-06-11,Jordan,Australia,-4,0,"World Cup Qualification, AFC, Round 3, Group B",0,2492994
2013-06-18,Australia,Iraq,1,1,"World Cup Qualification, AFC, Round 3, Group B",0,2492998
2013-06-18,Iraq,Australia,-1,0,"World Cup Qualification, AFC, Round 3, Group B",0,2492998
2013-09-07,Brazil,Australia,6,6,Int. Friendly Games,1,4231643
2013-09-07,Australia,Brazil,-6,0,Int. Friendly Games,1,4231643
2013-10-15,Canada,Australia,-3,0,Int. Friendly Games,1,4447326
2013-10-15,Australia,Canada,3,3,Int. Friendly Games,1,4447326
2013-11-19,Australia,Costa Rica,1,1,Int. Friendly Games,1,4616584
2013-11-19,Costa Rica,Australia,-1,0,Int. Friendly Games,1,4616584
2014-03-05,Australia,Ecuador,-1,3,Int. Friendly Games,1,5032428
2014-03-05,Ecuador,Australia,1,4,Int. Friendly Games,1,5032428
2014-06-06,Croatia,Australia,1,1,Int. Friendly Games,1,5461278
2014-06-06,Australia,Croatia,-1,0,Int. Friendly Games,1,5461278
2014-06-13,Chile,Australia,2,3,"FIFA World Cup, Group B",0,4768724
2014-06-13,Australia,Chile,-2,1,"FIFA World Cup, Group B",0,4768724
2014-06-18,Australia,Netherlands,-1,2,"FIFA World Cup, Group B",0,4768728
